bodyId,type,instance,class,somaSide
84295,KCab-s,KCab-s_R,Kenyon_Cell,R
84299,KCab-m,KCab-m_L,Kenyon_Cell,L
84319,KCg-m,KCg-m_L,Kenyon_Cell,L
84334,KCab-s,KCab-s_R,Kenyon_Cell,R
84335,KCab-m,KCab-m_L,Kenyon_Cell,L
84353,KCab-c,KCab-c_L,Kenyon_Cell,L
84400,KCg-m,KCg-m_L,Kenyon_Cell,L
84446,KCg-m,KCg-m_L,Kenyon_Cell,L
84472,KCab-p,KCab-p_L,Kenyon_Cell,L
84485,KCab-m,KCab-m_R,Kenyon_Cell,R
84498,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
84536,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
84598,KCab-m,KCab-m_L,Kenyon_Cell,L
84602,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
84628,KCg-d,KCg-d_R,Kenyon_Cell,R
84638,KCab-m,KCab-m_R,Kenyon_Cell,R
84641,KCab-s,KCab-s_R,Kenyon_Cell,R
84657,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
84664,KCg-m,KCg-m_R,Kenyon_Cell,R
84765,KCab-s,KCab-s_R,Kenyon_Cell,R
84777,KCab-s,KCab-s_R,Kenyon_Cell,R
84811,KCab-s,KCab-s_R,Kenyon_Cell,R
84822,KCab-s,KCab-s_L,Kenyon_Cell,L
84884,KCg-m,KCg-m_L,Kenyon_Cell,L
84902,KCab-c,KCab-c_R,Kenyon_Cell,R
84926,KCg-m,KCg-m_L,Kenyon_Cell,L
84929,KCab-m,KCab-m_R,Kenyon_Cell,R
84932,KCg-m,KCg-m_L,Kenyon_Cell,L
84941,KCab-m,KCab-m_R,Kenyon_Cell,R
84972,KCg-m,KCg-m_R,Kenyon_Cell,R
84974,KCab-m,KCab-m_R,Kenyon_Cell,R
84987,KCg-m,KCg-m_L,Kenyon_Cell,L
84989,KCg-m,KCg-m_L,Kenyon_Cell,L
84991,KCab-s,KCab-s_R,Kenyon_Cell,R
85012,KCab-c,KCab-c_R,Kenyon_Cell,R
85017,KCab-c,KCab-c_R,Kenyon_Cell,R
85033,KCab-p,KCab-p_R,Kenyon_Cell,R
85054,KCab-m,KCab-m_R,Kenyon_Cell,R
85091,KCg-m,KCg-m_L,Kenyon_Cell,L
85110,KCab-s,KCab-s_R,Kenyon_Cell,R
85121,KCg-m,KCg-m_L,Kenyon_Cell,L
85137,KCg-m,KCg-m_R,Kenyon_Cell,R
85141,KCg-m,KCg-m_R,Kenyon_Cell,R
85213,KCg-d,KCg-d_L,Kenyon_Cell,L
85216,KCg-m,KCg-m_L,Kenyon_Cell,L
85242,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
85257,KCab-s,KCab-s_R,Kenyon_Cell,R
85321,KCab-s,KCab-s_R,Kenyon_Cell,R
85325,KCg-m,KCg-m_L,Kenyon_Cell,L
85340,KCg-m,KCg-m_L,Kenyon_Cell,L
85342,KCab-s,KCab-s_R,Kenyon_Cell,R
85349,KCg-d,KCg-d_R,Kenyon_Cell,R
85368,KCg-d,KCg-d_L,Kenyon_Cell,L
85377,KCab-m,KCab-m_R,Kenyon_Cell,R
85389,KCab-c,KCab-c_R,Kenyon_Cell,R
85391,KCab-s,KCab-s_R,Kenyon_Cell,R
85403,KCab-m,KCab-m_L,Kenyon_Cell,L
85428,KCab-p,KCab-p_L,Kenyon_Cell,L
85442,KCab-m,KCab-m_R,Kenyon_Cell,R
85452,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
85482,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
85512,KCg-m,KCg-m_L,Kenyon_Cell,L
85516,KCg-m,KCg-m_R,Kenyon_Cell,R
85522,KCab-s,KCab-s_R,Kenyon_Cell,R
85531,KCab-s,KCab-s_R,Kenyon_Cell,R
85547,KCg-m,KCg-m_L,Kenyon_Cell,L
85590,KCab-m,KCab-m_R,Kenyon_Cell,R
85665,KCg-m,KCg-m_L,Kenyon_Cell,L
85711,KCab-s,KCab-s_R,Kenyon_Cell,R
85750,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
85752,KCab-m,KCab-m_R,Kenyon_Cell,R
85805,KCg-m,KCg-m_L,Kenyon_Cell,L
85819,KCab-c,KCab-c_R,Kenyon_Cell,R
85846,KCab-m,KCab-m_L,Kenyon_Cell,L
85851,KCg-d,KCg-d_R,Kenyon_Cell,R
85900,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
85920,KCab-s,KCab-s_R,Kenyon_Cell,R
85923,KCg-d,KCg-d_R,Kenyon_Cell,R
85986,KCab-s,KCab-s_R,Kenyon_Cell,R
86020,KCg-m,KCg-m_L,Kenyon_Cell,L
86024,KCg-m,KCg-m_L,Kenyon_Cell,L
86028,KCg-m,KCg-m_L,Kenyon_Cell,L
86041,KCab-m,KCab-m_L,Kenyon_Cell,L
86072,KCab-s,KCab-s_R,Kenyon_Cell,R
86079,KCab-s,KCab-s_R,Kenyon_Cell,R
86137,KCg-m,KCg-m_R,Kenyon_Cell,R
86142,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
86153,KCab-c,KCab-c_R,Kenyon_Cell,R
86168,KCab-s,KCab-s_R,Kenyon_Cell,R
86170,KCab-c,KCab-c_L,Kenyon_Cell,L
86180,KCab-m,KCab-m_R,Kenyon_Cell,R
86183,KCg-d,KCg-d_R,Kenyon_Cell,R
86209,KCg-m,KCg-m_L,Kenyon_Cell,L
86231,KCab-c,KCab-c_R,Kenyon_Cell,R
86306,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
86324,KCab-s,KCab-s_L,Kenyon_Cell,L
86349,KCab-m,KCab-m_L,Kenyon_Cell,L
86372,KCg-d,KCg-d_L,Kenyon_Cell,L
86395,KCg-m,KCg-m_L,Kenyon_Cell,L
86432,KCab-s,KCab-s_R,Kenyon_Cell,R
86437,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
86468,KCab-s,KCab-s_R,Kenyon_Cell,R
86528,KCab-m,KCab-m_R,Kenyon_Cell,R
86553,KCg-m,KCg-m_R,Kenyon_Cell,R
86554,KCab-c,KCab-c_R,Kenyon_Cell,R
86555,KCg-m,KCg-m_L,Kenyon_Cell,L
86583,KCg-m,KCg-m_L,Kenyon_Cell,L
86608,KCg-m,KCg-m_L,Kenyon_Cell,L
86610,KCg-m,KCg-m_L,Kenyon_Cell,L
86639,KCab-s,KCab-s_R,Kenyon_Cell,R
86670,KCab-m,KCab-m_R,Kenyon_Cell,R
86717,KCab-s,KCab-s_L,Kenyon_Cell,L
86751,KCg-m,KCg-m_R,Kenyon_Cell,R
86758,KCab-s,KCab-s_R,Kenyon_Cell,R
86768,KCab-s,KCab-s_R,Kenyon_Cell,R
86811,KCab-s,KCab-s_R,Kenyon_Cell,R
86814,KCg-m,KCg-m_R,Kenyon_Cell,R
86850,KCab-s,KCab-s_L,Kenyon_Cell,L
86876,KCg-m,KCg-m_R,Kenyon_Cell,R
86878,KCab-s,KCab-s_L,Kenyon_Cell,L
86899,KCab-s,KCab-s_L,Kenyon_Cell,L
86909,KCg-d,KCg-d_R,Kenyon_Cell,R
86940,KCg-d,KCg-d_L,Kenyon_Cell,L
86967,KCg-m,KCg-m_L,Kenyon_Cell,L
86970,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
86985,KCg-m,KCg-m_R,Kenyon_Cell,R
87052,KCg-m,KCg-m_L,Kenyon_Cell,L
87077,MBON25,MBON25(y1y2)_L,MBON,L
87103,KCg-m,KCg-m_L,Kenyon_Cell,L
87138,KCab-c,KCab-c_L,Kenyon_Cell,L
87155,KCg-m,KCg-m_R,Kenyon_Cell,R
87163,KCab-c,KCab-c_R,Kenyon_Cell,R
87219,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
87232,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
87254,KCab-s,KCab-s_R,Kenyon_Cell,R
87261,KCab-s,KCab-s_R,Kenyon_Cell,R
87276,KCg-m,KCg-m_L,Kenyon_Cell,L
87281,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
87304,KCg-m,KCg-m_L,Kenyon_Cell,L
87308,KCg-m,KCg-m_L,Kenyon_Cell,L
87324,KCab-p,KCab-p_R,Kenyon_Cell,R
87334,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
87364,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
87382,KCg-m,KCg-m_R,Kenyon_Cell,R
87387,KCg-d,KCg-d_R,Kenyon_Cell,R
87437,KCg-m,KCg-m_R,Kenyon_Cell,R
87533,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
87576,KCab-s,KCab-s_R,Kenyon_Cell,R
87642,KCg-m,KCg-m_R,Kenyon_Cell,R
87660,KCg-m,KCg-m_R,Kenyon_Cell,R
87667,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
87697,KCg-m,KCg-m_L,Kenyon_Cell,L
87719,KCab-s,KCab-s_R,Kenyon_Cell,R
87728,KCab-s,KCab-s_R,Kenyon_Cell,R
87731,KCab-s,KCab-s_L,Kenyon_Cell,L
87732,KCab-c,KCab-c_L,Kenyon_Cell,L
87758,KCab-s,KCab-s_R,Kenyon_Cell,R
87759,KCg-m,KCg-m_R,Kenyon_Cell,R
87776,KCab-p,KCab-p_R,Kenyon_Cell,R
87784,KCab-s,KCab-s_R,Kenyon_Cell,R
87788,KCab-m,KCab-m_R,Kenyon_Cell,R
87844,KCg-m,KCg-m_R,Kenyon_Cell,R
87868,KCg-d,KCg-d_L,Kenyon_Cell,L
87946,KCab-s,KCab-s_R,Kenyon_Cell,R
88000,KCg-m,KCg-m_L,Kenyon_Cell,L
88023,KCab-m,KCab-m_R,Kenyon_Cell,R
88028,KCg-m,KCg-m_L,Kenyon_Cell,L
88046,KCab-c,KCab-c_L,Kenyon_Cell,L
88068,KCab-s,KCab-s_R,Kenyon_Cell,R
88108,KCg-m,KCg-m_L,Kenyon_Cell,L
88109,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
88132,KCg-m,KCg-m_L,Kenyon_Cell,L
88185,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
88192,KCab-c,KCab-c_R,Kenyon_Cell,R
88283,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
88290,KCg-m,KCg-m_R,Kenyon_Cell,R
88404,KCab-s,KCab-s_L,Kenyon_Cell,L
88407,KCab-s,KCab-s_R,Kenyon_Cell,R
88428,KCg-m,KCg-m_L,Kenyon_Cell,L
88476,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
88554,KCab-m,KCab-m_L,Kenyon_Cell,L
88584,KCg-m,KCg-m_R,Kenyon_Cell,R
88588,KCab-m,KCab-m_R,Kenyon_Cell,R
88631,KCab-m,KCab-m_L,Kenyon_Cell,L
88653,KCab-s,KCab-s_R,Kenyon_Cell,R
88655,KCg-m,KCg-m_R,Kenyon_Cell,R
88703,KCg-m,KCg-m_R,Kenyon_Cell,R
88711,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
88775,KCab-s,KCab-s_R,Kenyon_Cell,R
88808,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
88822,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
88824,KCab-p,KCab-p_R,Kenyon_Cell,R
88834,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
88845,KCg-m,KCg-m_L,Kenyon_Cell,L
88869,KCg-m,KCg-m_L,Kenyon_Cell,L
88884,KCg-m,KCg-m_R,Kenyon_Cell,R
88899,KCab-p,KCab-p_R,Kenyon_Cell,R
88938,KCab-s,KCab-s_R,Kenyon_Cell,R
88980,KCab-m,KCab-m_L,Kenyon_Cell,L
89003,KCab-m,KCab-m_R,Kenyon_Cell,R
89041,KCg-m,KCg-m_L,Kenyon_Cell,L
89067,KCab-m,KCab-m_L,Kenyon_Cell,L
89071,KCab-s,KCab-s_L,Kenyon_Cell,L
89158,KCg-m,KCg-m_L,Kenyon_Cell,L
89170,KCab-s,KCab-s_R,Kenyon_Cell,R
89269,KCg-m,KCg-m_L,Kenyon_Cell,L
89323,KCab-s,KCab-s_L,Kenyon_Cell,L
89327,KCg-d,KCg-d_R,Kenyon_Cell,R
89338,KCab-m,KCab-m_L,Kenyon_Cell,L
89384,KCab-m,KCab-m_R,Kenyon_Cell,R
89419,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
89435,KCab-s,KCab-s_R,Kenyon_Cell,R
89442,KCg-m,KCg-m_L,Kenyon_Cell,L
89461,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
89471,KCg-m,KCg-m_R,Kenyon_Cell,R
89505,KCab-s,KCab-s_R,Kenyon_Cell,R
89530,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
89536,KCg-m,KCg-m_L,Kenyon_Cell,L
89552,KCab-c,KCab-c_R,Kenyon_Cell,R
89574,KCab-s,KCab-s_R,Kenyon_Cell,R
89617,KCab-c,KCab-c_L,Kenyon_Cell,L
89623,KCab-m,KCab-m_R,Kenyon_Cell,R
89658,KCab-s,KCab-s_R,Kenyon_Cell,R
89659,KCab-c,KCab-c_R,Kenyon_Cell,R
89707,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
89718,KCab-s,KCab-s_R,Kenyon_Cell,R
89719,KCab-m,KCab-m_R,Kenyon_Cell,R
89761,KCg-m,KCg-m_R,Kenyon_Cell,R
89782,KCg-m,KCg-m_L,Kenyon_Cell,L
89804,KCab-c,KCab-c_R,Kenyon_Cell,R
89834,KCab-m,KCab-m_R,Kenyon_Cell,R
89839,KCg-m,KCg-m_R,Kenyon_Cell,R
89841,KCg-m,KCg-m_R,Kenyon_Cell,R
89858,KCg-m,KCg-m_L,Kenyon_Cell,L
89862,KCab-s,KCab-s_R,Kenyon_Cell,R
90091,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
90098,KCab-s,KCab-s_R,Kenyon_Cell,R
90138,KCab-m,KCab-m_R,Kenyon_Cell,R
90139,KCab-c,KCab-c_L,Kenyon_Cell,L
90153,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
90181,KCab-s,KCab-s_R,Kenyon_Cell,R
90189,KCg-m,KCg-m_L,Kenyon_Cell,L
90266,KCab-m,KCab-m_R,Kenyon_Cell,R
90291,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
90296,KCg-m,KCg-m_L,Kenyon_Cell,L
90323,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
90352,KCab-s,KCab-s_R,Kenyon_Cell,R
90363,KCg-m,KCg-m_L,Kenyon_Cell,L
90367,KCg-m,KCg-m_R,Kenyon_Cell,R
90393,KCg-m,KCg-m_L,Kenyon_Cell,L
90403,KCab-s,KCab-s_R,Kenyon_Cell,R
90439,KCab-m,KCab-m_R,Kenyon_Cell,R
90459,KCab-c,KCab-c_R,Kenyon_Cell,R
90473,KCab-s,KCab-s_R,Kenyon_Cell,R
90525,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
90569,KCg-m,KCg-m_L,Kenyon_Cell,L
90614,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
90640,KCg-m,KCg-m_L,Kenyon_Cell,L
90649,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
90650,KCab-s,KCab-s_R,Kenyon_Cell,R
90672,KCab-s,KCab-s_R,Kenyon_Cell,R
90790,KCg-d,KCg-d_L,Kenyon_Cell,L
90805,KCab-s,KCab-s_R,Kenyon_Cell,R
90809,KCab-m,KCab-m_R,Kenyon_Cell,R
90812,KCab-s,KCab-s_R,Kenyon_Cell,R
90870,KCg-m,KCg-m_L,Kenyon_Cell,L
90905,KCab-s,KCab-s_R,Kenyon_Cell,R
90919,KCab-m,KCab-m_L,Kenyon_Cell,L
90928,KCab-s,KCab-s_R,Kenyon_Cell,R
90935,KCab-s,KCab-s_R,Kenyon_Cell,R
90944,KCab-s,KCab-s_R,Kenyon_Cell,R
91041,KCg-m,KCg-m_R,Kenyon_Cell,R
91091,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
91244,KCg-d,KCg-d_R,Kenyon_Cell,R
91287,KCab-c,KCab-c_L,Kenyon_Cell,L
91344,KCg-m,KCg-m_L,Kenyon_Cell,L
91382,KCab-p,KCab-p_R,Kenyon_Cell,R
91386,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
91435,KCab-m,KCab-m_L,Kenyon_Cell,L
91487,KCg-d,KCg-d_L,Kenyon_Cell,L
91493,KCab-s,KCab-s_R,Kenyon_Cell,R
91497,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
91544,KCab-s,KCab-s_R,Kenyon_Cell,R
91595,KCab-s,KCab-s_R,Kenyon_Cell,R
91608,KCg-m,KCg-m_L,Kenyon_Cell,L
91751,KCab-p,KCab-p_R,Kenyon_Cell,R
91797,KCab-m,KCab-m_R,Kenyon_Cell,R
91800,KCab-m,KCab-m_L,Kenyon_Cell,L
91910,KCg-m,KCg-m_L,Kenyon_Cell,L
91926,KCg-d,KCg-d_L,Kenyon_Cell,L
91928,KCg-m,KCg-m_L,Kenyon_Cell,L
91960,KCab-p,KCab-p_R,Kenyon_Cell,R
91981,KCab-m,KCab-m_L,Kenyon_Cell,L
92008,KCg-d,KCg-d_L,Kenyon_Cell,L
92013,KCg-d,KCg-d_L,Kenyon_Cell,L
92030,KCg-m,KCg-m_L,Kenyon_Cell,L
92031,KCab-s,KCab-s_R,Kenyon_Cell,R
92040,KCab-s,KCab-s_R,Kenyon_Cell,R
92106,KCab-s,KCab-s_R,Kenyon_Cell,R
92112,MBON34,MBON34(y2)_R,MBON,R
92130,KCg-m,KCg-m_L,Kenyon_Cell,L
92149,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
92168,KCg-d,KCg-d_L,Kenyon_Cell,L
92190,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
92252,KCab-m,KCab-m_R,Kenyon_Cell,R
92274,KCab-c,KCab-c_R,Kenyon_Cell,R
92275,KCab-s,KCab-s_L,Kenyon_Cell,L
92278,KCg-m,KCg-m_R,Kenyon_Cell,R
92294,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
92335,KCab-s,KCab-s_R,Kenyon_Cell,R
92358,KCab-c,KCab-c_L,Kenyon_Cell,L
92402,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
92424,KCg-m,KCg-m_L,Kenyon_Cell,L
92430,KCab-c,KCab-c_R,Kenyon_Cell,R
92484,KCab-m,KCab-m_R,Kenyon_Cell,R
92494,KCab-s,KCab-s_R,Kenyon_Cell,R
92504,KCab-s,KCab-s_R,Kenyon_Cell,R
92532,KCab-m,KCab-m_R,Kenyon_Cell,R
92563,KCab-m,KCab-m_R,Kenyon_Cell,R
92574,KCab-m,KCab-m_R,Kenyon_Cell,R
92628,KCab-s,KCab-s_R,Kenyon_Cell,R
92633,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
92635,KCab-m,KCab-m_R,Kenyon_Cell,R
92662,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
92679,KCg-m,KCg-m_L,Kenyon_Cell,L
92687,KCab-c,KCab-c_R,Kenyon_Cell,R
92716,KCab-s,KCab-s_R,Kenyon_Cell,R
92784,KCg-m,KCg-m_R,Kenyon_Cell,R
92794,KCab-c,KCab-c_R,Kenyon_Cell,R
92809,KCab-m,KCab-m_R,Kenyon_Cell,R
92847,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
92877,KCab-s,KCab-s_R,Kenyon_Cell,R
92924,KCg-m,KCg-m_R,Kenyon_Cell,R
92927,KCg-m,KCg-m_R,Kenyon_Cell,R
92952,KCab-m,KCab-m_R,Kenyon_Cell,R
92960,KCab-s,KCab-s_R,Kenyon_Cell,R
92967,KCg-d,KCg-d_L,Kenyon_Cell,L
92985,KCab-m,KCab-m_R,Kenyon_Cell,R
93017,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
93044,KCg-m,KCg-m_L,Kenyon_Cell,L
93050,KCab-s,KCab-s_L,Kenyon_Cell,L
93065,KCg-m,KCg-m_L,Kenyon_Cell,L
93108,KCab-p,KCab-p_R,Kenyon_Cell,R
93113,KCab-m,KCab-m_R,Kenyon_Cell,R
93128,KCab-m,KCab-m_R,Kenyon_Cell,R
93150,KCab-c,KCab-c_R,Kenyon_Cell,R
93216,KCg-m,KCg-m_L,Kenyon_Cell,L
93263,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
93288,KCab-s,KCab-s_R,Kenyon_Cell,R
93301,KCab-m,KCab-m_R,Kenyon_Cell,R
93314,KCab-c,KCab-c_R,Kenyon_Cell,R
93325,KCab-m,KCab-m_R,Kenyon_Cell,R
93326,KCab-s,KCab-s_R,Kenyon_Cell,R
93327,KCg-m,KCg-m_L,Kenyon_Cell,L
93380,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
93409,KCab-s,KCab-s_L,Kenyon_Cell,L
93462,KCg-m,KCg-m_R,Kenyon_Cell,R
93464,KCab-s,KCab-s_R,Kenyon_Cell,R
93485,KCg-m,KCg-m_R,Kenyon_Cell,R
93582,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
93593,KCab-m,KCab-m_R,Kenyon_Cell,R
93616,KCg-m,KCg-m_L,Kenyon_Cell,L
93644,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
93772,KCg-m,KCg-m_R,Kenyon_Cell,R
93786,KCab-m,KCab-m_L,Kenyon_Cell,L
93797,KCab-c,KCab-c_R,Kenyon_Cell,R
93803,KCg-m,KCg-m_L,Kenyon_Cell,L
93837,KCab-s,KCab-s_R,Kenyon_Cell,R
93841,KCab-s,KCab-s_L,Kenyon_Cell,L
93859,KCg-m,KCg-m_R,Kenyon_Cell,R
93889,KCab-m,KCab-m_R,Kenyon_Cell,R
93893,KCab-s,KCab-s_R,Kenyon_Cell,R
93902,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
93976,KCab-p,KCab-p_R,Kenyon_Cell,R
94001,KCg-m,KCg-m_R,Kenyon_Cell,R
94018,KCab-m,KCab-m_R,Kenyon_Cell,R
94050,KCab-m,KCab-m_R,Kenyon_Cell,R
94078,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
94101,KCab-s,KCab-s_R,Kenyon_Cell,R
94171,KCab-m,KCab-m_L,Kenyon_Cell,L
94240,KCab-p,KCab-p_R,Kenyon_Cell,R
94310,KCg-m,KCg-m_L,Kenyon_Cell,L
94336,KCab-s,KCab-s_R,Kenyon_Cell,R
94430,KCab-m,KCab-m_L,Kenyon_Cell,L
94489,KCab-c,KCab-c_R,Kenyon_Cell,R
94490,KCab-s,KCab-s_R,Kenyon_Cell,R
94491,KCab-m,KCab-m_R,Kenyon_Cell,R
94509,KCab-c,KCab-c_R,Kenyon_Cell,R
94518,KCab-m,KCab-m_R,Kenyon_Cell,R
94530,KCg-m,KCg-m_L,Kenyon_Cell,L
94606,KCg-m,KCg-m_L,Kenyon_Cell,L
94614,KCab-s,KCab-s_L,Kenyon_Cell,L
94622,KCab-c,KCab-c_R,Kenyon_Cell,R
94663,KCg-m,KCg-m_L,Kenyon_Cell,L
94674,KCg-m,KCg-m_R,Kenyon_Cell,R
94721,KCab-m,KCab-m_R,Kenyon_Cell,R
94754,KCab-s,KCab-s_R,Kenyon_Cell,R
94785,KCab-c,KCab-c_R,Kenyon_Cell,R
94790,KCab-s,KCab-s_R,Kenyon_Cell,R
94802,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
94839,KCab-c,KCab-c_R,Kenyon_Cell,R
94845,KCab-p,KCab-p_L,Kenyon_Cell,L
94914,KCg-m,KCg-m_L,Kenyon_Cell,L
94974,KCg-m,KCg-m_R,Kenyon_Cell,R
94993,KCab-s,KCab-s_L,Kenyon_Cell,L
95042,KCg-m,KCg-m_L,Kenyon_Cell,L
95072,KCg-m,KCg-m_L,Kenyon_Cell,L
95078,KCab-s,KCab-s_L,Kenyon_Cell,L
95081,KCg-m,KCg-m_L,Kenyon_Cell,L
95092,KCab-m,KCab-m_L,Kenyon_Cell,L
95158,KCg-m,KCg-m_R,Kenyon_Cell,R
95167,KCg-m,KCg-m_R,Kenyon_Cell,R
95186,KCab-c,KCab-c_L,Kenyon_Cell,L
95189,KCg-m,KCg-m_L,Kenyon_Cell,L
95213,KCg-m,KCg-m_R,Kenyon_Cell,R
95265,KCab-s,KCab-s_L,Kenyon_Cell,L
95291,KCg-d,KCg-d_L,Kenyon_Cell,L
95307,KCab-s,KCab-s_L,Kenyon_Cell,L
95349,KCab-p,KCab-p_L,Kenyon_Cell,L
95358,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
95367,KCab-m,KCab-m_R,Kenyon_Cell,R
95368,KCg-m,KCg-m_L,Kenyon_Cell,L
95397,KCab-m,KCab-m_R,Kenyon_Cell,R
95404,KCg-m,KCg-m_L,Kenyon_Cell,L
95484,KCg-d,KCg-d_L,Kenyon_Cell,L
95517,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
95518,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
95533,KCab-m,KCab-m_L,Kenyon_Cell,L
95548,KCab-c,KCab-c_R,Kenyon_Cell,R
95581,KCab-c,KCab-c_R,Kenyon_Cell,R
95583,KCab-s,KCab-s_L,Kenyon_Cell,L
95585,KCab-s,KCab-s_R,Kenyon_Cell,R
95590,KCab-s,KCab-s_R,Kenyon_Cell,R
95591,KCab-p,KCab-p_R,Kenyon_Cell,R
95639,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
95653,KCab-c,KCab-c_R,Kenyon_Cell,R
95699,KCab-s,KCab-s_R,Kenyon_Cell,R
95707,KCab-s,KCab-s_R,Kenyon_Cell,R
95735,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
95778,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
95783,KCab-m,KCab-m_R,Kenyon_Cell,R
95861,KCg-m,KCg-m_L,Kenyon_Cell,L
95941,KCg-m,KCg-m_L,Kenyon_Cell,L
95970,KCab-p,KCab-p_L,Kenyon_Cell,L
96041,KCab-s,KCab-s_L,Kenyon_Cell,L
96065,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
96131,KCab-s,KCab-s_R,Kenyon_Cell,R
96191,KCab-m,KCab-m_R,Kenyon_Cell,R
96231,KCg-m,KCg-m_L,Kenyon_Cell,L
96263,KCab-s,KCab-s_L,Kenyon_Cell,L
96273,KCab-c,KCab-c_R,Kenyon_Cell,R
96274,KCab-c,KCab-c_R,Kenyon_Cell,R
96304,KCg-d,KCg-d_R,Kenyon_Cell,R
96324,KCg-m,KCg-m_R,Kenyon_Cell,R
96383,KCab-s,KCab-s_R,Kenyon_Cell,R
96624,KCg-m,KCg-m_L,Kenyon_Cell,L
96688,KCg-m,KCg-m_L,Kenyon_Cell,L
96711,KCab-s,KCab-s_R,Kenyon_Cell,R
96721,KCg-m,KCg-m_L,Kenyon_Cell,L
96723,KCab-p,KCab-p_L,Kenyon_Cell,L
96746,KCab-m,KCab-m_L,Kenyon_Cell,L
96781,KCab-m,KCab-m_R,Kenyon_Cell,R
96825,KCab-p,KCab-p_L,Kenyon_Cell,L
